signature,n,elements
aaceimnr,2,macerina|caminera
aaacilnos,2,ascalonia|alsaciano
aailms,2,alisma|masila
aablrz,2,brazal|barzal
aaefgllor,2,gallofera|gallofear
acdeimnort,2,cimentador|mordicante
aceor,4,acroe|acero|corea|careo
acellosu,2,celulosa|callueso
aadeillps,2,espadilla|pesadilla
aadlr,3,adral|ladra|radal
aacirr,2,aricar|cariar
aajnos,2,sajona|sonaja
aabegmrr,3,embragar|embargar|gamberra
aforr,2,farro|forra
aorrtu,2,arturo|rotura
aceennorstv,2,conservante|conversante
aadilos,2,asilado|aislado
agmorsu,2,grumosa|mugrosa
aacceins,2,inaccesa|escancia
aaccmor,2,carcoma|comarca
aabdlno,2,bandola|baldona
aaemnnort,2,montanera|montanear
acopt,2,pacto|copta
eimoprrs,2,permisor|impresor
aacemn,2,mecana|camena
es,2,se|es
acemnoors,2,mosconear|romanesco
aennorrt,2,entronar|entornar
emnoot,2,omento|monote
adiorsu,2,sudario|ruidosa
aadegiorst,2,tragediosa|agrisetado
ceioppru,2,precipuo|prepucio
aaberr,2,rabera|rabear
iilno,2,linio|ilion
aceorv,6,vorace|cavero|acervo|recova|evocar|vocear
aacllop,2,pallaco|callapo
abeilrr,2,librear|liberar
aeeprs,2,espera|presea
aacet,3,ateca|actea|aceta
agjo,2,goja|gajo
acchioz,2,cochiza|cachizo
aacdenorrsu,3,escuadronar|censuradora|enroscadura
notu,2,tuno|unto
eenoorst,2,noroeste|tesonero
eorr,2,roer|erro
aadeinorr,2,reinadora|enriadora
eilnot,2,liento|tinelo
abdilor,2,librado|ribaldo
abimnorsu,2,urbanismo|submarino
aeeloprt,2,pelotear|paletero
aceeinors,2,escenario|necesario
adellors,2,desollar|sellador
adenorrt,2,detornar|entrador
aacir,2,aciar|caria
aipt,2,pita|tipa
aaabcerr,2,carabera|carabear
amoorrs,2,rosmaro|somarro
cdimoé,2,médico|décimo
eimors,3,emisor|misero|remiso
aejstu,2,ajuste|sujeta
aiims,2,misia|simia
eeinrrv,2,vernier|revenir
ddefinoo,2,fediondo|ofendido
aaaccelorr,2,caracolera|caracolear
inort,3,nitro|trino|nitor
aajrs,2,sajar|jasar
aceehnnot,2,ochentena|antenoche
aceinoorstvv,2,conservativo|conversativo
abcdeeerrrs,2,desbecerrar|descerebrar
aaint,2,taina|antia
aacooppr,2,parapoco|apocopar
aaegorrrt,2,garrotear|garrotera
adimopr,2,primado|rompida
alost,2,salto|lasto
eeoprstu,2,repuesto|puestero
abcoru,2,boruca|buraco
aeglr,5,legar|legra|regla|glera|argel
aeegjlor,2,regalejo|regolaje
aacdeln,3,calenda|candeal|candela
afoprí,2,porfía|pífaro
ioopprr,2,piporro|proprio
aabddeegnors,2,desgobernada|desengarbado
aabmorr,2,amorbar|abromar
acdeinnov,2,convenida|vecindona
afmor,3,forma|morfa|mofar
abglloru,2,garbullo|globular
acehiprs,2,chispear|espichar
adooprs,2,prosado|posador
bceor,2,cobre|corbe
adilmo,2,molida|lamido
alnstó,2,saltón|lastón
aceuz,2,zueca|cueza
aaenrtt,2,tantear|atentar
aadelort,2,alterado|delatora
aaciirv,2,vicaria|aviciar
alsu,2,sula|lusa
aeinnrt,2,interna|entinar
acnsuó,2,acusón|causón
aaabddno,2,badanado|abondada
aaacchmnnró,2,camaranchón|caramanchón
eimnoort,2,morenito|timonero
aeiilntv,2,lenitiva|vitelina
aelmorr,4,remolar|moreral|armerol|romeral
abcdeeor,2,cebadero|cabedero
abeiln,2,niebla|bienal
aamrru,2,amurar|arruma
aceeeemnrrtt,2,certeramente|terceramente
acrtu,2,curta|turca
acennorrt,2,entroncar|encontrar
aet,2,eta|tea
acdimo,3,micado|comida|cadmio
aos,2,sao|osa
aacot,2,coata|acato
aacdiorr,2,criadora|cardario
aotñ,3,toña|ñato|taño
ciopr,2,picor|pirco
ceehqu,2,cheque|queche
aaclor,4,alocar|acolar|carola|alcora
aaadenrtuv,2,aventadura|aventurada
eoort,2,toreo|otero
adeeiimnorttv,2,determinativo|advertimiento
anott,2,tanto|tonta
aefinr,3,refina|ferina|enfiar
addoor,2,rodado|dorado
aacghn,2,changa|gancha
agloop,2,lagopo|galopo
aacijnor,2,corajina|acojinar
afij,2,jifa|fija
aot,2,tao|toa
aejjno,2,ajonje|ajenjo
aorz,3,roza|azor|orza
aadilmno,3,laminado|limonada|molinada
adlnró,2,lardón|ladrón
aadeiinvz,2,avenidiza|enviadiza
acdel,2,celda|cleda
bdeilo,2,belido|bieldo
ainort,3,tirano|ratino|tirona
eelnoorv,2,novelero|velonero
aceeiorrst,2,secretario|secretoria
aacdenorst,2,destaconar|escantador
abcho,2,bocha|choba
imooprst,2,impostor|tropismo
aagillmr,2,gramilla|lagrimal
egjoor,2,gorjeo|regojo
aafjlor,3,alforja|alfajor|aflojar
beos,2,beso|sebo
acchou,2,caucho|chucao
deiosñ,2,diseño|desiño
adloor,2,dolora|loador
dginou,2,guindo|ungido
aabeilnr,2,enlabiar|anieblar
einortu,2,uterino|rutenio
aelnotv,2,volante|ventola
aglsé,2,glasé|galés
aadops,3,posada|aspado|pasado
aacghlu,2,galucha|chagual
aademnoorrtt,2,tormentadora|atormentador
aabegloñ,2,bolañega|algabeño
aooprs,2,raposo|porosa
aijr,3,rija|jira|ijar
aeenorst,2,tesonera|sonetear
acdejor,2,cordaje|cejador
aaillmnor,2,romanilla|maranillo
enoopprs,2,propenso|posponer
ajnpó,2,japón|pajón
cefho,2,chofe|fecho
agiorv,2,argivo|virago
aabiorrt,2,biarrota|arribota
aceehrrt,2,trechear|charrete
cehinor,2,chinero|rechino
aacenrsu,3,encausar|escurana|acensuar
bejoot,2,bojote|objeto
cehoors,2,soroche|cohesor
aabdortu,2,abrutado|botadura
ilos,2,silo|liso
aaeinsstt,2,asistenta|asentista
cmoo,2,como|moco
abegl,2,belga|gleba
agnor,2,grano|rango
elntó,2,telón|letón
aacilmors,2,lacrimosa|masicoral
eefirrr,2,referir|refreir
abilo,2,bilao|labio
adegnorsz,2,desgonzar|desgoznar
aioss,2,oasis|sosia
aacdenost,2,cestonada|estancado
aadfgir,2,grifada|fadigar
aadir,3,riada|adiar|irada
adeilrs,2,sideral|desliar
abiinor,3,brionia|robinia|binario
aaceilmn,2,almecina|camelina
aaddeiorsv,2,desviadora|desvariado
acenorrt,3,encortar|recontar|contraer
aacelrs,2,escalar|secaral
aabgr,3,garba|bagar|braga
acot,4,cato|toca|cota|taco
aeimst,2,estima|semita
aaiprst,3,piastra|rapista|arpista
agpru,2,purga|grupa
abcdoor,2,brocado|cobrado
adeimt,2,meitad|metida
afru,2,rufa|fura
aadimnru,2,inmadura|mundaria
aagrst,2,gastar|trasga
aclmo,3,calmo|comal|clamo
aabdooprr,2,probadora|aprobador
abco,3,coba|boca|cabo
aademnoors,2,manoseador|asermonado
aceloorst,2,costalero|lacertoso
abirt,2,batir|bitar
aadgopr,2,pagador|podagra
aaacders,2,casadera|sacadera
aceelrt,3,teclear|caletre|clarete
aaginrs,3,asignar|arginas|garsina
aaacdot,2,acotada|atacado
aacj,2,jaca|caja
bceeor,5,recebo|orebce|cebero|berceo|rebeco
aacenrtu,4,cuarenta|cuaterna|acentuar|centaura
adelor,2,rodela|ladero
eegilnopr,2,pelinegro|pelegrino
aeefmprru,2,perfumear|perfumera
adeelmnor,2,molendera|merendola
aeeglnr,2,relenga|general
aelootv,2,lavoteo|volateo
aeiltv,2,levita|vitela
aaailqrtu,2,alquitara|aquilatar
aeenrst,3,estrena|entesar|setenar
aachnru,2,anchura|churana
aaceilnnov,2,valenciano|alavencino
aagru,3,ragua|guara|aguar
aeefnrst,2,fenestra|enfestar
aacemrr,4,marcear|macerar|marcera|recamar
acilootv,3,locativo|colativo|voltaico
aerstt,2,traste|testar
abeejlor,2,rabelejo|bajelero
aaeoprtt,2,patatero|taparote
aaddeorst,2,desatador|adestrado
aabirr,2,arriba|rabiar
ceortu,3,eructo|trueco|teucro
emot,2,mote|tome
aacchinpu,2,capuchina|cachupina
aeilr,2,alier|erial
aaprs,3,aspar|pasar|raspa
aaaddemors,2,desamadora|desamorada
aammors,2,marasmo|marmosa
aaclrv,2,calvar|clavar
acchiop,3,picacho|chipaco|chapico
acdimé,2,médica|décima
acdeehorr,2,coheredar|derechora
aiprstu,2,purista|pistura
aabr,2,raba|abra
aaberrs,2,rebasar|esbarar
aacefrí,2,facería|cafería
aeejt,2,ajete|ateje
agirs,2,grisa|sirga
aceinr,2,cerina|cierna
acnoor,2,canoro|corona
acdegoor,2,acogedor|cogedora
beooss,2,obseso|seboso
aadiorst,2,aristado|risotada
aeemorrtó,2,areómetro|aerómetro
abceoty,2,obyecta|abyecto
aacciort,2,caricato|trocaica
abboot,2,bobota|toboba
aacdilnoru,2,alucinador|cuadrilona
acimrs,2,cismar|crisma
abceeilns,2,incesable|insecable
ailop,2,piola|palio
aacehlnor,2,halconear|halconera
acdeeinnorst,2,sentenciador|considerante
ceillop,2,cepillo|pellico
aaadentt,2,atentada|antedata
aceirrr,2,arrecir|recriar
agors,5,sargo|rasgo|argos|graso|grosa
aagorz,2,orzaga|azogar
aceortv,2,corveta|cervato
acefil,2,fecial|cifela
aeiorstv,2,travieso|asertivo
aacdeorr,3,acoderar|careador|creadora
aadelnot,4,adelanto|tonelada|alentado|toledana
acentu,3,cuneta|cuenta|canute
aaenprrt,2,trepanar|entrapar
aceoosz,2,zaceoso|acezoso
aefinrst,2,festinar|infestar
aeejnort,2,tejonera|rojeante
abcimrtuá,2,umbrática|rumbática
aaenrs,2,senara|sanear
aablmru,2,ambular|alumbra
aacddilnort,2,contralidad|troncalidad
celoru,3,lucero|reculo|culero
aeimrr,2,mierra|arrime
cilnosuó,3,solución|colusión|oclusión
acciinot,2,cocinita|canticio
aacdlloí,2,colladía|alcaldío
alort,4,trola|toral|rotal|altor
blnoró,2,roblón|borlón
aadegrst,2,degastar|desgatar
aadmor,3,morada|amador|armado
aclo,4,ocal|loca|calo|cola
abcdeilo,2,cabildeo|badelico
aduz,2,zuda|azud
adeginorsu,2,guisandero|segundario
aaglr,4,larga|lagar|garla|algar
aablrtu,2,abultar|tabular
aciinot,2,noticia|actinio
aceinops,2,naipesco|pecinosa
aabcu,2,cauba|cuaba
aaceginr,2,agenciar|greciana
aegrru,2,gruera|guerra
agoost,2,gotosa|agosto
achlor,3,charol|lorcha|chorla
aaefoprr,2,parrafeo|farropea
aacimnort,2,cromatina|manicorta
aceelst,2,celesta|selecta
afgiiloor,2,agrifolio|gariofilo
aacilst,2,castila|alcista
aaglrr,2,largar|garlar
aadgiort,2,agitador|atigrado
aadlmop,2,palmado|plomada
acotu,3,acuto|cauto|cuota
aaloprst,3,pastoral|palastro|traslapo
aadeelnrt,2,tendalera|delantera
aaglop,2,galapo|galopa
achor,3,horca|rocha|charo
acdinoru,2,iracundo|uncidora
aemrst,2,martes|termas
aars,2,asar|rasa
aeps,2,pesa|pase
aadeorrrs,2,serradora|aserrador
accdefiiinó,2,edificación|deificación
aaadllm,2,mallada|llamada
iinprsó,2,rispión|prisión
acimoor,2,romaico|acromio
acelrsu,2,secular|reclusa
aaccdru,2,cucarda|caducar
aaciimrsté,2,asimétrica|arismética
aceeprr,2,parecer|repacer
abegr,3,greba|bagre|brega
aabceirr,2,ribacera|aciberar
aacilnopté,2,aplanético|analéptico
aabemrrr,2,embarrar|rebramar
aadilostz,2,soltadiza|saltadizo
cceeeiimnorrt,2,recrecimiento|recrementicio
aeelst,2,tesela|estela
aaeprrt,5,trapear|trapera|partera|apretar|partear
anorsé,2,oranés|roanés
bdelo,2,doble|bledo
acciintó,3,nicótica|citación|ticónica
adeimr,2,mediar|mierda
adfilu,2,fluida|filuda
cfinoo,2,cofino|focino
aaegnru,2,guanera|enaguar
aceehint,2,hecienta|haciente
aaaehrzñ,2,zahareña|hazañera
aadeemqru,2,requemada|quemadera
aaerrtz,2,retazar|terraza
aceelnrt,2,recental|tercenal
aefjlor,2,flojera|flojear
abdelor,3,albedro|baldero|robleda
aaabcellr,3,abellacar|caballear|caballera
fgloo,2,golfo|folgo
aabeejln,2,aljebena|ajenable
adinorz,2,nodriza|nizardo
ablnoru,2,burlona|alburno
aaceegmrr,2,cargareme|amagrecer
eiooprrt,2,pitorreo|pretorio
almrtu,2,murtal|multar
aaelmrs,2,salmear|salmera
aaeeinrst,3,teresiana|sainetear|estearina
aagry,2,gayar|garay
accelot,2,colecta|calceto
aabdlorru,2,robladura|burladora
aaeglnru,3,nalguear|lagunera|alenguar
adeegnort,2,dragonete|entregado
aceorrv,3,revocar|recorva|verraco
ceeopprrt,2,preceptor|perceptor
aadelnorst,2,destalonar|estandarol
aaabrrz,2,abrazar|abarraz
aforz,2,forza|zofra
aciopt,2,pitaco|picota
cees,2,sece|cese
aadjo,2,ajado|dajao
afilorst,2,fistolar|florista
aacelprt,2,cartapel|placarte
aaegmnru,3,manguera|amenguar|manguear
adilmnoor,2,inmolador|dormilona
cdeeemorr,2,merecedor|remecedor
aaacemnrr,2,encamarar|encaramar
aadeglorr,3,arreglado|alegrador|regalador
aaacilnpté,2,aplanética|analéptica
aaelmnors,2,almosnera|salmonera
acertu,2,teucra|tuerca
aaeintt,2,tetania|teatina
aabdemorrs,2,sombrerada|sembradora
aeerrrsv,2,reversar|reservar
adeoprrt,2,deportar|trepador
aaeglpr,2,aplegar|pelagra
adoru,3,raudo|arduo|aduro
ceiorrst,2,escritor|rescrito
aaacdlv,2,cadaval|clavada
aabd,2,bada|abad
aaenorrtt,2,atorrante|tartanero
aacfrru,2,furacar|farruca
beegiill,2,eligible|ilegible
bioorstu,2,butiroso|turbioso
aaersv,2,aversa|vasera
aaddinv,2,navidad|vanidad
aaelmru,2,maulera|amuelar
acefnorr,2,enforcar|encofrar
adinos,2,adonis|sandio
aacgilor,2,oligarca|graciola
aeinrtz,2,tiznera|entizar
acelnor,3,lancero|encolar|ancorel
aaelrz,2,raleza|zalear
aaacchr,2,achacar|caracha
chnooz,2,chozno|zoncho
aeeilpr,2,peraile|pelaire
aadiilmopr,2,limpiadora|alimpiador
aaelpt,2,platea|paleta
acrrsu,2,surcar|cursar
aaabdelorr,2,alabardero|arrebolada
acehno,2,echona|anoche
aaabcdr,3,acabdar|cabrada|barcada
aaceinorstvv,2,conservativa|conversativa
aaccinor,2,accionar|coracina
aanortí,3,antoría|tanoría|notaría
aacchlo,2,chalaco|cachola
aabert,4,batera|abetar|batear|tarbea
aemos,2,maeso|ameos
aeprru,2,purear|purera
aeilorrst,2,ristolera|salitrero
aabdilru,2,diablura|burilada
abceort,3,bocarte|corbeta|barcote
acfo,2,cofa|foca
aaginorst,2,organista|orangista
acdefiir,2,edificar|deificar
aaalorsz,2,asolazar|lazarosa
airñ,2,riña|añir
aacdorv,3,advocar|cavador|corvada
aabber,2,babear|babera
aalpy,2,playa|palay
aegorz,2,rezago|regazo
aelmntó,3,lametón|telamón|maletón
adeemorr,2,maderero|merodear
aeimrrstu,2,misturera|mirrauste
aaeimnopst,2,piamontesa|pasamiento
aacmors,2,sarcoma|amoscar
aacpr,3,parca|carpa|capar
ceemot,2,meteco|mocete
aacchlru,2,cucharal|clarucha
acefhruí,2,chufería|fechuría
aaimoprs,3,aporisma|mariposa|arimaspo
alopp,2,popal|palpo
aaceorrt,2,acrotera|acarreto
aabelrrs,2,resbalar|rebalsar
aennotv,2,noventa|ventano
aaccdhoor,2,acorchado|chocadora
aalnu,2,anual|launa
ceooprr,2,ceporro|procero
aajlr,2,jalar|jaral
aadeinrt,2,radiante|dentaria
amnró,3,marón|ramón|armón
acillortu,2,cuatrillo|cuartillo
aamnort,2,amontar|matrona
acdeimnot,2,cimentado|mitadenco
aaabcelnr,2,balancear|albanecar
aaejlort,2,altarejo|artalejo
aaadgn,2,ganada|agnada
abellot,2,bellota|botella
aeilmnor,3,laminero|limonera|molinera
aeooprs,2,operosa|raposeo
aeirss,2,sisear|resisa
aacjmrsu,2,mascujar|jamuscar
afir,2,fiar|rifa
aaglor,2,alogar|agolar
acehiln,2,chilena|chinela
aeilmnot,3,alimento|lamiento|metalino
aaaelnrtt,2,tarantela|antealtar
acinprsuuó,2,usurpación|supuración
aaaeeilmnnottv,2,alevantamiento|avalentamiento
aaaddgorru,2,guardadora|aguardador
acinos,3,sicano|casino|asnico
aadens,2,danesa|senada
aefrrtu,2,frutera|refutar
aaimnorrz,2,armonizar|romanizar
aeilrst,3,estilar|salitre|arestil
einoqrtu,2,requinto|quintero
aadelnrr,2,enlardar|landrera
eefnrtu,2,fruente|furente
abceilr,2,calibre|bercial
aemn,2,mena|nema
aaadimt,2,taimada|adamita
aacil,3,acial|lacia|laica
aenorr,3,errona|ranero|ornear
aadelnorz,2,enlazador|enlodazar
aaelr,5,reala|ralea|erala|alear|alera
aagirrt,2,ratigar|artigar
aeilort,2,alitero|realito
aaaenrz,2,nazarea|arenaza
aacehiimnnot,2,ahincamiento|hacinamiento
acgho,2,gocha|gacho
aacegt,2,cegata|gaceta
aadfjor,2,forjada|fajardo
aacdop,2,copada|pacado
aceiort,2,cetario|acierto
aeorstu,2,tesauro|austero
aabeorst,3,sabotear|rebatosa|abastero
achis,2,hisca|chisa
aadeinntv,2,dentivana|viandante
aacfil,2,facial|califa
aejmor,2,mojera|mejora
aadoprz,2,padrazo|zapador
cilooortu,2,colutorio|locutorio
aeilortv,2,relativo|levirato
aaccehpru,2,chapucear|chapucera
aaillprs,2,raspilla|aspillar
adinru,2,durina|diurna
aaacdemn,2,encamada|damacena
aeeoprrst,3,esportear|estropear|espartero
aabceorr,2,arrocabe|carabero
aaacellprsu,2,acapullarse|escarapulla
aaceemnrst,2,crasamente|sacramente
achoru,2,huraco|uracho
aacelorrt,2,tracalero|correlata
doru,2,duro|rudo
amnoru,2,moruna|rumano
ceop,2,cepo|cope
aamorrr,2,amorrar|arromar
aeilorrttv,2,viltrotear|viltrotera
agilnuó,2,aguilón|igualón
aabilrs,2,silabar|basilar
aaefgmnoró,2,anemógrafo|fanerógamo
aajrzí,2,jaraíz|zajarí
aaadiimnt,2,madianita|maitinada
acelorsu,2,escualor|ulcerosa
aaaaoprrrsstz,2,zarrapastrosa|zaparrastrosa
aaaprrt,3,apartar|atrapar|patarra
aacehmpr,2,empachar|champear
acdeimrs,2,camedris|desmicar
accdefiiorrt,2,certificador|rectificador
aabcceeinorrs,2,arborescencia|aborrescencia
aabcru,2,baurac|baruca
oooprt,2,oporto|poroto
aaimnr,4,ramina|imanar|marina|animar
aflnpó,2,plafón|paflón
abmor,2,bramo|broma
aaenrv,3,vanear|averna|avenar
aanorrt,2,atronar|ratonar
abjoor,2,abrojo|joroba
clmouú,2,cúmulo|lúcumo
aacejnr,4,canjear|cernaja|carnaje|encajar
aaceinr,2,acerina|cearina
aacdeinnot,2,inocentada|antenacido
aabl,2,bala|alba
aaejmnor,3,mejorana|manojera|manojear
ceeoorrt,2,correteo|cerotero
aeerst,3,rasete|teresa|estera
adimost,2,modista|datismo
aacdeort,4,carteado|acertado|recatado|cateador
aacemnor,2,camerano|macareno
cejnoo,2,conejo|oncejo
aelmnt,2,mental|mantel
eiimmprr,2,emprimir|impremir
acjnoru,2,canjuro|conjura
aadijorz,2,rajadizo|zadorija
abeeimnorst,2,briosamente|sobriamente
denoo,2,doneo|ondeo
acdefnoos,2,confesado|enfoscado
aacdeinorrs,2,escarnidora|sinceradora
aacejnor,3,jacerona|ancoraje|cajonera
acceu,2,cueca|cauce
aceenorrt,2,cerretano|encerotar
aaeimstt,2,ametista|amatiste
aadmorr,2,morrada|armador
aaceilnstó,2,estalación|tesalónica
ceeeilmnor,2,celeminero|melecinero
adoñ,2,daño|doña
aaaccfhlor,2,alcachofar|alcarchofa
acrru,3,curra|curar|rucar
aclnoí,2,íncola|caolín
aelnop,3,planeo|napelo|pelona
giopr,2,gripo|pigro
adeeimnrt,2,merendita|demientra
eortu,2,tuero|eruto
aciloos,2,solacio|ocosial
aadiorrt,2,tiradora|traidora
accelnor,2,encoclar|enclocar
aagrv,3,varga|grava|vagar
achno,3,nacho|chano|ancho
accmnoá,2,camocán|cáncamo
aafmru,2,afumar|amufar
aaeflqru,2,flaquera|flaquear
aeglpr,3,pelgar|pergal|plegar
aaguy,4,aguay|guaya|yagua|ayuga
abefmr,2,fambre|fembra
aaeloprst,3,apostelar|pastorela|traspaleo
aaellrst,2,saltarel|estallar
aacenrrs,2,escarnar|encrasar
ceoorsz,2,escozor|escorzo
acefnors,2,enfoscar|confesar
cehilnor,2,relincho|cherinol
aalmtu,2,matula|mulata
aabdorsu,2,abusador|sobadura
choru,2,rucho|churo
aceeinnst,2,incesante|sentencia
aabeqrru,3,barquera|barraque|barquear
aafilnru,2,friulana|frailuna
deorr,2,redro|redor
adeirñ,2,añedir|reñida
aadlortu,2,rotulada|alutrado
cdeinor,2,cernido|cedrino
aeeloprs,2,espolear|repelosa
aabnor,2,rabona|abonar
aadeeprrt,3,trepadera|retrepada|petardear
aadeimpr,2,empiadar|piamadre
aceist,2,escita|setica
aeelmorst,2,mastelero|mostelera
aborví,2,bravío|víbora
aefrstu,2,fustera|estufar
aeelnorv,2,novelera|velonera
adefinorr,2,refinador|enfriador
acceerr,4,cercear|cercera|acrecer|carecer
aadisv,2,adivas|visada
abiorstu,2,butirosa|turbiosa
aers,2,sera|ares
aagrru,4,agrura|arruga|garuar|guarra
aaabdlrr,2,baladrar|albardar
epr,2,pre|per
acchopu,2,capucho|copucha
aablmrttuu,2,turbamulta|ultratumba
aabbor,2,abobra|abobar
aaegrrsu,3,rasguear|asegurar|sarguera
aceilnv,2,vecinal|vicenal
aaeprrtu,2,apretura|apertura
aabdelooqru,2,bloqueadora|abroquelado
deilnor,3,dorniel|lindero|relindo
aant,2,nata|anta
aabdil,2,badila|diabla
aanru,3,aunar|anura|ruana
aeglot,2,goleta|talego
acirt,2,citar|citra
acnoost,2,toscano|cantoso
ceouz,2,cuezo|zueco
ademorrst,2,demostrar|destormar
aagrruu,2,augurar|guarura
ceioprst,2,escripto|prescito
aaglnosu,2,angulosa|lagunosa
eip,2,pie|epi
adosuñ,2,sañudo|ñudosa
aaelprs,2,relapsa|espalar
goors,2,groso|sorgo
aaeglnot,2,galanteo|angelota
aacr,2,arca|cara
adeenorrt,2,entradero|redentora
aaceeinnv,2,avenencia|veneciana
acdorru,2,curador|cordura
aellmot,2,molleta|malleto
abceelorr,3,alborecer|brecolera|arbolecer
aceginoos,2,agencioso|negociosa
aaeoprrssu,2,apresurosa|persuasora
aaceeinnrt,2,terenciana|centenaria
aell,3,leal|lela|ella
aaadejmr,3,majadera|marejada|majadear
aaglrs,2,salgar|sargal
accenorrt,3,centrarco|concertar|concretar
aaceejllr,2,callejera|callejear
aabdlos,3,baldosa|dosalba|bolsada
aacdnort,2,cantador|contrada
aaadenrst,2,satandera|sartenada
aaclopr,4,acoplar|capolar|polacra|caporal
abdenoorr,2,bordonear|bordonera
adelt,2,taled|delta
bceilors,2,birlesco|libresco
ablmor,2,rombal|moblar
aacdeopr,2,capeador|pecadora
adenprr,2,pendrar|prendar
deeops,2,despeo|espedo
aaceirst,3,ceratias|cerasita|sectaria
aaabdnr,2,baranda|bardana
aadgiu,2,guiada|iguada
aeelnrt,2,entelar|eternal
acilloot,2,litocola|acotillo
acdilmopru,2,complidura|cumplidora
eeeforrrt,2,ferretero|refertero
adeerstt,2,destetar|detestar
eilloqsu,2,quesillo|sequillo
aaaddilmno,2,almidonada|anomalidad
adeeoss,2,desaseo|deseosa
addeloors,2,soldadero|desolador
aaabdl,2,balada|albada
apru,3,puar|upar|pura
aaeinrrt,3,ternaria|trianera|trainera
aemnor,3,monear|manero|morena
aenosv,2,venosa|nevosa
aaabclr,2,cabalar|albarca
aacchorr,4,carrocha|carochar|cachorra|cacharro
abceilnrtuu,2,tuberculina|turbulencia
foru,2,furo|rufo
acdeimor,2,camedrio|comediar
aacciilnvó,2,cavilación|vacilación
acinost,2,incasto|costina
aeenrrs,2,enserar|serenar
acenrt,2,trenca|trance
aimorsz,2,zarimso|zarismo
aablort,2,balotar|bartola
adegilnr,2,grinalde|endilgar
aaciimnnorzó,2,armonización|romanización
aaadils,3,aliadas|asilada|aislada
aclortu,2,ocultar|cultora
aeorv,2,overa|vareo
abcilor,2,cabriol|libraco
aacinor,3,coriana|ocarina|canario
acimoprrt,2,compartir|trompicar
aacdlos,2,caldosa|cadalso
aainoortt,2,notariato|natatorio
eeeimnoprtt,2,entretiempo|prometiente
aadegorst,2,desagotar|gastadero
mnosté,2,mostén|montés
aacddemnoor,2,comendadora|acomendador
aailmpr,2,ampliar|primala
aarrsu,2,rasura|asurar
aeilm,2,leima|imela
ador,2,ador|roda
adehir,2,hiedra|herida
aciotv,2,activo|cativo
adel,2,leda|deal
aiipr,2,apiri|ripia
aaccdeilnru,2,cuadricenal|cinceladura
aelosv,2,eslavo|levosa
aaeimns,2,masiena|amnesia
acdoorrt,3,doctorar|trocador|cortador
aams,3,masa|asma|sama
aeelmnrttu,2,tremulante|tremulenta
aailpr,3,pialar|apilar|paliar
acimr,2,cimar|micra
aceejrr,2,recejar|cerraje
aory,3,roya|yaro|rayo
aaelorzzñ,2,zarzaleño|zorzaleña
aacnrru,2,carruna|rancura
aaeerst,2,saetera|saetear
aajt,2,taja|jata
aadnoorrt,2,atronador|tronadora
aacdemno,3,damaceno|macedona|encamado
adeiooprrs,2,pordiosera|pordiosear
aaaalnrtt,2,tarlatana|atalantar
aceimnoortt,2,trocamiento|cortamiento
allnoor,2,rollona|llorona
aacinot,2,acantio|cianato
abcorsu,3,obscura|abscuro|borusca
abcoort,2,brocato|corbato
ceenorrtu,2,ocurrente|recuentro
aeeinprtx,2,expirante|inexperta
aaceprs,3,escapar|caspera|escarpa
aersst,2,sestar|sastre
aacmnortu,2,mucronata|turcomana
aaadepr,2,aperada|pareada
ceopru,2,cuerpo|puerco
acddeisu,2,sucedida|suciedad
aadiorv,2,variado|aviador
abceinor,2,berciano|bacinero
acefhru,3,chufear|fechura|chufera
aadlnou,2,adulona|alunado
gmnoo,2,gnomo|mongo
clooors,2,socolor|corosol
aceorrt,5,retocar|cartero|rectora|trocear|atorcer
aciioprt,2,patricio|cipriota
aailnru,2,lunaria|laurina
aeeimrt,2,eremita|eritema
aabelmrs,2,asemblar|embalsar
aaabenstt,2,abastante|bastetana
aaadegnr,2,ganadera|graneada
acerru,2,curare|recura
bnoorz,2,bronzo|brozno
aaacinnr,2,nacarina|craniana
adeelost,2,estelado|teselado
aacent,2,anteca|cenata
aadehnorr,2,herronada|honradera
aadinorst,2,satinador|adornista
aeelt,2,letea|eleta
aaejlrv,2,arvejal|alverja
aadhnor,3,hornada|ahondar|honrada
aalmopr,2,aplomar|palomar
aaalrt,2,atalar|alatar
aaacinpr,2,carpiana|caparina
